Hastane,Toplantı No,Toplantı Tarihi,Alınan Kararlar,İlgii Kategori,Sorumlu,Mevcut Durum,Termin,Tamamlanma Tarihi,Sonuç / Açıklama / Değerlendirme,Öncelik Seviyesi
VM MP Gebze,,12/24/25,Yangın önlemleri ve tamamlanan çalışmaların kurula sunulması,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Kritik
VM MP Gebze,,12/24/25,Hastanede yapılan ortam ölçümleri raporlarının kurula aktarılması ve çalışmaların izlenmesi hakkında bilgi verilmesi,Diğer,Tüm Birimler,Devam Ediyor,1/30/26,,,Orta
VM MP Gebze,,12/24/25,Hastane içi isg görsellerinin araştırılması ve tamamlanması,Diğer,Tüm Birimler,Devam Ediyor,1/30/26,,,Orta
VM MP Gebze,,12/24/25,Hastane yakıt tankı çalışmalarının değerlendirilmesi ve kurula aktarılması,Diğer,Tüm Birimler,Devam Ediyor,1/30/26,,,Orta
VM MP Kocaeli,2025-01,2/5/25,"2025 yılı içerisinde yangın güvenliği komite-kurulu oluşturularak hastanenin yangın güvenliği hususunda değerlendirilmesi,ortak çalışmalar ve belirli periyotlarda toplantılar yapılarak oluşabilecek uygunsuzlukların giderilmesi, çalışanların ve hasta-hasta yakınlarının bilinçlendirilmesi sağlanarak süreçlerin takip edilmesine karar verilmiştir.",Yangın Güvenliği,Üst Yönetim,Tamamlandı,2/10/25,2/10/25,"Yangın güvenliği komite kurulu oluşturulmuştur.Tüm birim yöneticilerin katılım sağladığı alan turlarına başlanılmıştır.Belirlenen uygunsuzluklar kurul gündemine taşınmaktadır.Ayrıca kurul, hastane genelinde hem çalışanlar hemde misafirler için yangın güvenliği farkındalığı oluşturmak adına eğitimler düzenlemektedir.Hedefimiz yangın güvenliği açısından tehlike ve riskleri en aza indirmek ve bu konu hakkında bilinçlendirmek.",Kritik
VM MP Kocaeli,2025-01,2/5/25,2025 yılı tesis bakım planının oluşturulması ve iş sağlığı ve güvenliği birimi ile paylaşılmasına karar verilmiştir.,Altyapı,Teknik Hizmetler,Tamamlandı,2/15/25,3/6/25,Tesis bakım planı Ocak-Şubat ayları içerisinde firmalar ile görüşülerek hazırlanıp tamamlanmıştır.,Riskli
VM MP Kocaeli,2025-01,2/5/25,"6.kat alanında iş sağlığı ve güvenliği süreçleri, yangın güvenliği hususunda denetlenmesi sonucunda oluşan uygunsuzlukların aksiyonlar alınarak tamamlatılmasına karar verilmiştir.",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,1/31/26,,"6.kat alanı yangın güvenliği kapsamında saha turları yapılmış olup,uygunsuzluklar merkez teknik direktörlük ile paylaşılmıştır.Saha raporunda bulunan tüm maddeler kapatılınca kurul gündeminden çıkarılacaktır.Vivin inşaattan süreçle ilgili dönüş beklenmektedir.Yangın perdeleri konumlandırılmıştır.Diğer uygunsuzluklar devam etmektedir.",Kritik
VM MP Kocaeli,2025-01,2/5/25,"Kafeterya ve yemekhanenin baca temizliklerinin yılda 4 kez yapılarak,raporların iş sağlığı ve güvenliği birimi paylaşılmasına karar verilmiştir.",Yangın Güvenliği,İnsan Kaynakları,Tamamlandı,1/1/25,12/31/25,Kafeterya ve yemekhanenin baca temizlikleri 3 ayda 1 yapılmaktadır.Sürekli kontrol edilmektedir.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"İş Ekipmanları Kullanımında Sağlık ve Güvenlik Şartları Yönetmeliğine göre yıllık yapılan teknik alanların periyodik kontrol sonuçlarına göre çıkan uygunsuzlukların ivedilikle giderilmesi, otoklav ve yürüyen merdivenlerin periyodik kontrollerinin yapılması sağlanmalıdır. (Uygunsuzluklar mail ile Teknik Hizmetler Müdürlüğüne iletilmiştir.)",Cihaz-Ekipman-Malzeme Yönetimi,Teknik Hizmetler,Tamamlandı,1/15/25,1/15/25,Teknik denetim firmasının rapor yenilenmesi beklenmektedir.,Yüksek Riskli
VM MP Kocaeli,2025-01,2/5/25,Tepe service firmasına ait temizlik personellerinin yüksekte çalışma eğitimlerinin tamamlatılmasına karar verilmiştir.,Diğer,İnsan Kaynakları,Tamamlandı,1/10/25,1/5/26,Sürekli Kontrol Takip,Orta
VM MP Kocaeli,2025-01,2/5/25,Kapalı otopark alanından symbol avm kapalı otopark alanına geçişteki rampanın araçlar ve yayalar için kaymaya-düşmeye-araç kazaları vb. durumlar oluşmaması adına rampa tabanına kayma-düşme önleyici boya ile kaplanmasına karar verilmiiştir.,Diğer,Teknik Hizmetler,Tamamlandı,2/10/25,6/4/25,,Kritik
VM MP Kocaeli,2025-01,2/5/25,Satın alma müdürlüğü ana depo çalışanlarına mekanik dayanım iş ayakkabısı (EN 20345 S3 SRC ESD ) standartlarında tedarik edilmesine karar verilmiştir.,Diğer,Tüm Birimler,Tamamlandı,1/1/25,2/15/25,,Düşük
VM MP Kocaeli,2025-01,2/5/25,"Server-UPS-ADP ve Medikal Gazların bulunduğu teknik alanların yangın güvenliği hususunda değerlendirilerek,odaların sızdırmazlık testlerinin yapılmasına karar verilmiştir.",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,1/31/26,,Firma yönlendirilmesi beklenmektedir.,Kritik
VM MP Kocaeli,2025-01,2/5/25,Acil çıkış yönlendirme levhalarının eksik alanlarda tamamlatılmasına karar verilmiştir.,Acil Durum Yönetimi,Teknik Hizmetler,Tamamlandı,1/1/25,,İSG kurulunda acil durum aydınlatma maddesi ile birleştirilmiştir.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"Hastane teknik alanlarından mail olarak düşen sıcaklık,nem vb. uyarılarının (dashboard) sisteminin ilgili tüm alanlar için tekrar kontrol edilmesi, daha doğru verilerin akmasının sağlanması, ayrıca uyarıların sadece mail yolu ile değil (ilgili kişilerin telefonlarına mesaj-arama olabilir vb) daha efektif çalışmasını sağlanması adına, sistemin güncellenmesinin sağlanmasına karar verilmiştir.",Yangın Güvenliği,Teknik Hizmetler,Tamamlandı,1/1/25,1/1/25,2024 yılından gelen ilgili madde 2025 yılı itibari ile kapatılmıştır.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"Hastane yangın tahliye projesi, tüm katların ve yatan hasta odalarının acil çıkış krokilerinin (krokilerin üzerinde teknik mahallerinde olacağı) güncellenmesinin sağlanmasına karar verilmiştir.",Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,1/31/26,,Teknik hizmetler müdürlüğü çalışması tamamlanmıştır.Basım aşamasındadır.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"Hastanenin tüm alanlarında bulunan acil çıkış kapılarının bakım ve kontrollerinin yapılması, uygunsuz olan kapıların değişimleri-onarılmaları sağlanarak ,kayıt altına alınmasına karar verilmiştir.",Acil Durum Yönetimi,Teknik Hizmetler,Tamamlandı,1/1/25,7/9/25,,Kritik
VM MP Kocaeli,2025-01,2/5/25,B2 kapalı otopark ve diğer alanlarda bulunan klima dış üniteleri için çalışan-hasta ve hasta yakınlarının güvenliği için etrafına koruma (demir kafes vb.) ve yerden yükseltilerek montaj yapılmasına karar verilmiştir.,Cihaz-Ekipman-Malzeme Yönetimi,Teknik Hizmetler,Devam Ediyor,1/31/26,,Ocak ayı içerisinde yapılacaktır.(T katında bulunan klima dış üniteleri sabit değildir.),Düşük
VM MP Kocaeli,2025-01,2/5/25,"Temizlik araçlarına park ve su alma-boşaltma alanın, çalışan güvenliğini tehlikeye sokmayacak şekilde planlanmasına ve oluşturulmasına karar verilmiştir.",Diğer,Teknik Hizmetler,Devam Ediyor,1/31/26,,Proje ve altyapı uygunluğu için çalışma yürütüldü.Uygun alan belirlendi.Süreç devam etmektedir.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"Mazot tankından jeneratöre giden hat ve borular deforme olmuştur.Deformelerin onarımı/yenilenmesi sağlanmasına,mazot tankı etrafına uygun uyarı-ikaz levhaları asılmasına karar verilmiştir..(örn:sigara içilmez vs.)Levhalar İSG birimi onayıyla alınmalıdır.",Yangın Güvenliği,Teknik Hizmetler,Tamamlandı,1/1/25,2/15/25,,Kritik
VM MP Kocaeli,2025-01,2/5/25,Asansör kurtarma eğitiminin verilmesine karar verilmiştir.Ayrıca asansör çağrı zillerinin testleri yapılarak tüm asansörlerin aktif olarak çağrı zillerinin çalıştığının kayıt altına (video vb.) alınmasına karar verilmiştir.,Acil Durum Yönetimi,Teknik Hizmetler,Tamamlandı,1/1/25,8/21/25,"Teknik Hizmetler Müdürlüğü çalışanlarına,Gece işletme sorumluları ve tüm güvenlik personeline eğitim verilecektir. Çağrı zili test edilecek.Eğitim verildiği bilgisi var.Belge mevcut değil.Bekleniyor.",Kritik
VM MP Kocaeli,2025-01,2/5/25,B2 kapalı otopark alanında bulunan teknik müdürlüğe ait depoların düzenlenmesine ve yanıcı malzemelerin depolanmamasına karar verilmiştir.,İnşaat-Renovasyon,Teknik Hizmetler,Devam Ediyor,1/31/26,,,Düşük
VM MP Kocaeli,2025-01,2/5/25,Hastanede kullanılmak üzere belirlenen alanlara kimyasal depolama dolapları alınmasına karar verilmiştir.,Çevre Yönetimi,Teknik Hizmetler,Devam Ediyor,2/1/26,,Kimyasal kullanılan her alanda olması gerekmektedir.,Yüksek Riskli
VM MP Kocaeli,2025-01,2/5/25,Taşeron firmaların işyerlerinde acil durumlar hakkındaki yönetmeliğe göre ; firma tehlike sınıfı ve çalışan sayısına göre ilk yardımcı belgesi alınmasına karar verilmiştir.,Diğer,İnsan Kaynakları,Devam Ediyor,2/1/26,,Eğitim süreçleri devam ediyor.,Kritik
VM MP Kocaeli,2025-01,2/5/25,Psl Vale firmasına ait çalışanların vale mesleki yeterlilik belgesi ve psikoteknik belgelerinin alınmasına karar verilmiştir.,Diğer,İnsan Kaynakları,Devam Ediyor,2/1/26,,"Yeni işe giren personeller ilgili belgelere sahip olmalı,sürekli kontrol takip edilmelidir.",Düşük
VM MP Kocaeli,2025-01,2/5/25,İşyerlerinde acil durumlar hakkındaki yönetmeliğe göre ; firma tehlike sınıfı ve çalışan sayısına göre ilk yardımcı belgesi alınmasına karar verilmiştir.,Diğer,Tüm Birimler,Devam Ediyor,1/31/26,,21-22 Ocak 2026 tarihlerinde ilkyardımcı eğitimi veriliyor. Sınavdan sonra gerekli sayıda personel başarılı olduğu takdirde madde kapatılacaktır.,Kritik
VM MP Kocaeli,2025-01,2/5/25,Hastane dış alanında bulunan yan duvarın onarılmasına karar verilmiştir.,İnşaat-Renovasyon,Teknik Hizmetler,Devam Ediyor,1/31/26,,Teknik hizmetler direktörlüğü bilgisinde süreç devam etmektedir.,Düşük
VM MP Kocaeli,2025-01,2/5/25,"B2 kapalı otopark alanına ve hastanenin tüm çevresine (açık otopark alanı-acil servise iniş-çıkışlar vb) yayalar için (çalışan-hasta-hasta yakınları misafirler)farkındalık yol çizgilerin ve kaygan zemin-azami hız levhalarının yapılmasına,hastane genelinde bulunan tüm isig uyarı levhalarının güncellenmesine ve yenilenmesine karar verilmiştir.(görseller mail ile ilgili birimlere gönderilmiştir)",Diğer,Teknik Hizmetler,Devam Ediyor,1/31/26,,Levhaların bir kısmı gelmiş olup konumlandırılması sağlanmıştır.Çalışma devam etmektedir.Boya hariç Ocak sonu çalışma tamamlanacaktır.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"İş güvenliği uzmanlarının görev,yetki,sorumluluk eğitimleri hakkında yönetmeliğe göre, iş güvenliği uzmanı çalışma süreleri , mevcut çalışan sayısına göre iş güvenliği uzmanı isg katip üzerinden atama yapılmasına karar verilmiştir.",Diğer,Tüm Birimler,Devam Ediyor,31.02.2026,,,Orta
VM MP Kocaeli,2025-01,2/5/25,"Hastane genelinde tespit edilen kırık camların ivedilikle değişiminin sağlanmasına, hastane iç alanında bulunan kırık camların değişimi olana kadar alandan çıkarılmasına karar verilmiştir.",Diğer,Teknik Hizmetler,Devam Ediyor,1/31/26,,"Dış cephe camların yapılması,hastane iç alanında bulunan kırık camların çıkarılması sağlanmalıdır ve değişimleri ivedilikle sağlanmalıdır.",Düşük
VM MP Kocaeli,2025-01,2/5/25,"5.4.3.katların yangın perdeleri onarılıp, acil durumlarda kullanıma hazır hale gelmesine karar verilmiştir.",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,31.02.2026,,Yangın perdelerinin konumları değiştirilerek yenilenmesi sağlanacaktır.,Kritik
VM MP Kocaeli,2025-01,2/5/25,Yangın güvenlik kontrol listesindeki yüksek riskli uygunsuzluklar merkez teknik ekip ile paylaşıldı. Mevcut olan uygunsuzlukların giderilmesi için merkez teknik departmandan geri dönüş beklenmektedir. Uygunsuzlukların ivedilikle giderilmesine karar verilmiştir.,Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,1/31/26,,Üst Yönetim ve Teknik Hizmetler müdürlüğü ile birlikte tekrar değerlendirilme yapıldı.Merkez teknik ve merkez isg departmanına mail atıldı. Takibi Teknik Hizmetler Müdürlüğü tarafından sağlanmalıdır.Uygunsuzluklar giderildikçe liste güncellenecektir. Çalışmalar devam ediyor.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"Hastanenin genelinde,tavanlarda su akıntıları ve asma tavan deformasyonları mevcuttur. Hastane genelinde asma tavan bağlantılarının kontrolü, su akıntılarının giderilmesi ve asma tavan deformasyonlarının (kırık-çatlamış vb alçıpanların) onarılmasına, sürekli takip kontrol edilmesine karar verilmiştir.",İnşaat-Renovasyon,Teknik Hizmetler,Tamamlandı,1/1/25,12/31/25,Deformasyonlar oldukça aksiyon alınacaktır. Sürekli Kontrol Takip,Riskli
VM MP Kocaeli,2025-01,2/5/25,"Satın alma müdürlüğü tarafından sahaya teslim edilecek kişisel koruyucu donanımların iş sağlığı ve güvenliği birimi ve enfeksiyon komitesi onayı alınmadan çalışanlara teslim edilmemesi, sürecin alan sorumluları tarafından kontrol ve takibi sağlanmasına karar verilmiştir.",Diğer,Tüm Birimler,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Riskli
VM MP Kocaeli,2025-01,2/5/25,"Hastane açık otopark sahası yanında konumlandırılan medikal oksijen tankları devreye alınmıştır. Ancak Çalışma ve Sosyal Güvenlik Bakanlığından- Kimyasal Maddelerle Çalışmalarda Sağlık ve Güvenlik Önlemleri Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik ile İşyerlerinde, sıvı oksijen, sıvı argon ve sıvı azot bulunan depolama tanklarının yerleştirilmesinde EK-IV te belirtilen asgari güvenlik mesafelerine uygun değildir. (araç park yerleri-sigara içme alanı en az 3 metre ). İlgili alana uyarı levhaların asılması ( sigara içilmez-araç park yapılmaz vb ) konumlandırılmasına, araçların kaldırılmasına,sigara içilmemesine ve ilgili alanın yaya-araç trafiğine kapatılmasına karar verilmiştir.",Yangın Güvenliği,İnsan Kaynakları,Tamamlandı,1/1/25,12/31/25,"İlgili alana levhalar asılmıştır.Araç park uygunsuzluğunu önlemek adına dubalar konumlandırılmıştır.Sigara içilmesi engellenmeli ve kontrol altına alınmalı,takip edilmelidir.",Kritik
VM MP Kocaeli,2025-01,2/5/25,"Teknik Hizmetler Müdürlüğünce hazırlanması ve takibi yapılması gereken tesis bakım planına göre; hastane içerisinde bulunan tüm teknik alanların dahili ve harici bakımlarının belirlenen periyotlarda yapılması,yapılan bakımlar sonrası raporların digital ortamda belirlenen ortak bir klasörde paylaşılması ve belirlenen ilgili müdürlüklerin takibi sağlanarak, bakım süreçlerinin değerlendireleceği aylık toplantı yapılmasının sağlanmasına karar verilmiştir.",Cihaz-Ekipman-Malzeme Yönetimi,Teknik Hizmetler,Tamamlandı,1/1/25,12/31/25,"Dahili ve harici bakımların tesis bakım planına göre yapılması,bakım formlarının ortak alanda paylaşılması sağlanmalıdır.İlgili müdürlükler sürekli kontrol takip.",Riskli
VM MP Kocaeli,2025-01,2/5/25,Hastane içerisinde ilgili birimlerin yapacakları alan değişiklikleri öncesinde (poliklinik yer değişitirme-mobilya düzenlenmesi-tıbbi cihaz konumlandırmaları- makine veya ekipman yerleşimi ve buna benzer aksiyonlar) iş sağlığı ve güvenliği biriminin risk faktörlerinin değerlendirmesinden sonra yapılmasına karar verilmiştir.,Diğer,Üst Yönetim,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Yüksek Riskli
VM MP Kocaeli,2025-01,2/5/25,"6.kat alanı için planlanan inşaat sürecinde , çalışacak olan firmaların iş sağlığı ve güvenliği tarafından ilgili müdürlüklere talep edilen , iş sağlığı ve güvenliği evrakları tamamlanmadan sahada çalışma yapılmamasına karar verilmiştir.İş izni olmadan çalışma yapılmayacaktır.",İnşaat-Renovasyon,Üst Yönetim,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Düşük
VM MP Kocaeli,2025-01,2/5/25,Hastane genelinde zeminlerde bulunan (banko altları ve poliklinik doktor odaları vb.) prizlerin üst kapakları kapalı olmasına ve kablo düzenin sağlanmasına karar verilmiştir.,Cihaz-Ekipman-Malzeme Yönetimi,Teknik Hizmetler,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Orta
VM MP Kocaeli,2025-01,2/5/25,Radyasyon kaynakları ile çalışılan alanlarda görev yapan çalışanlarımızın dozimetre sonuçları kontrol edilerek radyoloji hekimi tarafından değerlendirlmektedir.Yapılan ölçümler sonrasında uygunsuzluk tespit edilmemiştir.Sonuçlar radyoloji hekimi tarafından imzalanarak evrakların radyoloji sorumlu teknikerinde arşivlenmesine karar verilmiştir.,Diğer,Teknik Hizmetler,Tamamlandı,1/1/25,12/31/25,İki(2) aylık periyotlarda sonuçlar kontrol edilmektedir.,Yüksek Riskli
VM MP Kocaeli,2025-01,2/5/25,"Hastane genelinde zemindeki fayansların kırık ve oynamış olanların düşme riski oluşturduğundan, değişimleri yapılarak düşme-takılma riski oluşturmayacak şekilde aksiyon alınmasına karar verilmiştir.",İnşaat-Renovasyon,Teknik Hizmetler,Tamamlandı,1/1/25,12/31/25,Deformasyonlar oldukça aksiyon alınacaktır. Sürekli Kontrol Takip,Kritik
VM MP Kocaeli,2025-01,2/5/25,Yüksek yangın riski oluşturan elektrikli ekipmanların (çay-kahve makinesi-kettle-ısıtıcıların ) alanlarda kullanılmaması için sürekli alan turları yapılması kararı alınmıştır.,Yangın Güvenliği,Üst Yönetim,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Kritik
VM MP Kocaeli,2025-01,2/5/25,24.05.2018 tarih 30430 sayılı Çalışanların İş Sağlığı ve Güvenliği Eğitimlerinin Usul ve Esasları Hakkında Yönetmelikte Değişiklik Yapılmasına Dair Yönetmelik gereği; İşe Başlama Eğitiminin bölüm sorumluları tarafından verilmesine karar verilmiştir.İlgili kanun maddesi gereğince her birim yöneticisi-sorumlusu işe başlayan personeller için işe başlama eğitimi vermesine karar verilmiştir.Mail ortamında eğitim kayıt formu paylaşılacaktırç Ayrıca verilen tüm eğitimlerin imza föylerinin İnsan Kaynakları Müdürlüğüne teslim edilmesi gerekmektedir.,Diğer,Üst Yönetim,Tamamlandı,1/1/25,12/31/25,Birim yöneticileri ve alan sorumluları eğitimleri verecektir.Sürekli Kontrol Takip.,Kritik
VM MP Kocaeli,2025-01,2/5/25,"Geçici olarak dışarıdan hizmet aldığımız taşeronların, hastanemizde yapacakları çalışmalar öncesinde, yapılan görevlendirmelerde aşağıdaki evrakların önceden hazırlanıp İSİG birimine bildirilmesi ve çalışmanın İSG birimi tarafından verilecek yazılı iş izni sonrasında başlaması gerekmektedir. Konu ile ilgili İSG Kurulunda hatırlatma yapılmıştır. 1)Çalışanların SGK işe giriş bildirgeleri (meslek kodu girişleri yapacakları iş ile aynı olmalıdır, buna uygun mesleki eğitim veya MYK belgeleri bulunmalıdır. 2) KKD (Kişisel koruyucu donanım belgesi imzalı olacak) Tüm KKD’ler fiziki olarak çalışanların yanında bulundurulmalıdır 3) Yüksekte çalışabilir sağlık raporu ve eğitimi. (Yüksekte çalışma yapılacak ise ) 4) İSG Eğitim belgeleri. (Firma tehlike sınıfına uygun olacak şekilde) 5) Vm Medicalpark Kocaeli Hastanesi için görevlendirme yazısı. 6) Çalışacak personellerin yapacakları işle ilgili olarak İSİG Risk Değerlendirmesi Raporu (yapacakları işi ve işin risklerine göre alacakları tedbirleri içeren bir iş planı) 7) Firmanın atamalı iş güvenliği uzmanı ve işyeri hekimi atama yazıları (güncel olmalıdır) 8) Müteselsil sorumluluk gereği firma çalışanları mesai saatleri içerisinde tarafımızca eğitime tabii tutulacaktır ( 1 saatlik eğitim) 9) EK-2 Sağlık raporları İşyeri Hekimimiz İlyas Bey ‘ e iletilip , kendisinden onay alınmalıdır. 10) Gece çalıştırılacak ise gece çalışması yapabilir sağlık raporu olmalıdır. 11) İlgili firmalar tarafından yapılacak olan iş ile alakalı kullanılacak ekipmanların ve iş aletlerinin periyodik bakım evrakları olmalıdır. Çalışma başlamadan önce kontrolü yapılarak güvenli hale getirilmelidir. 12) Hastane içerisinde çalışma yapacak firmalara, ilgili müdürlük tarafından iş bitimine kadar mutlaka refakat edilmelidir. NOT: Çalışma yapacak firmalardan talep ettiğiniz evrakları tarafımıza en az 1 hafta önceden bildirilmeli ve iş planına dahil edilmelidir.",Diğer,Üst Yönetim,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Kritik
VM MP Kocaeli,2025-01,2/5/25,Yeni işe giren ve mevcut çalışanlardan İSİG eğitimi gerçekleşmeyen çalışanların eğitimlerinin gerçekleşmesi yönünde eğitim organizasyonun sürekli yapılmasına karar verilmiştir.,Diğer,Tüm Birimler,Tamamlandı,1/1/25,12/31/25,Sürekli Kontrol Takip,Orta
